1007889336	Memoirs Of Maximilian De Bethune, Duke Of Sully, Prime Minister Of Henry The Great. Newly Translated From The French Edition Of M. De L'ecluse. To Which Is Annexed, The Trial Of Francis Ravaillac, For The Murder Of Henry The Great. In Five Volumes.
1008117465	The Vegetable System; Or, A Series Of Experiments, And Observations Tending To Explain The Internal Structure, And The Life Of Plants; Their Growth, And Propagation; The Number, Proportion, And Desposition Of Their Constituent Parts; With The True Course Of Their Juices; The Formation Of The Embryo, The Construction Of The Seed, And The Encrease From That State To Perfection.
1008150305	Remarks On The Life And Writings Of Dr. Jonathan Swift, Dean Of St. Patrick's, Dublin, In A Series Of Letters From John Earl Of Orrery, To His Son, The Honourable Hamilton Boyle.
1008155382	Achilles Shield /
1008155706	Sonnets, And Other Poems /
1008228444	Rosamond. An Opera. As It Is Perform'd At The Theatre-royal In Drury-lane. /
1008271536	Ambulator : Or, A Pocket Companion In A Tour Round London, Within The Circuit Of Twenty Five Miles: Describing Whatever Is Most Remarkable For Antiquity, Grandeur, Elegance, Or Rural Beauty: Including New Catalogues Of Pictures ; And Illustrated By Historical And Biographical Observations: To Which Are Prefixed Concise Description Of The Metropolis, And A Map Of The Country Described.
1008328731	[a Volume Containing 131 Copper Plates, Plans And Views Of Towns In Flanders And Holland Most By J.H., Without Text].
1008353508	Memoirs Of The Life Of The Late George Frederic Handel : To Which Is Added, A Catalogue Of His Works, And Observations Upon Them.
1008358909	The Jack-of-all-trades, Or, The Merry Merry Cries Of London: Improv'd : Describing The Various Methods Of Getting Money, In The Metropolis Of This Mighty Empire ; Adorned With A Variety Of Elgant Cuts, Adapted To The Subject.
1008371779	The Lost Lady : A Tragy Comedy.
1008401199	The Absolute Impossibility Of Transubstantiation Demonstrated.
1008414212	A Discourse Delivered To The Students Of The Royal Academy On The Distribution Of The Prizes, December 11, 1786 /
1008471615	A New Treatise On Flower Painting : Containing The Most Familiar And Easy Instructions ; With Directions How To Mix The Various Tints, And Obtain A Complete Knowledge By Practice Alone.
1008502872	The Art Of Painting In Miniature ... Translated From The Original French. To Which Are Now Added I. Certain Secrets Of One Of The Greatest Italian Painters For Making The Finest Colours ... Ii. Some ... Lessons For The Art Of Drawing ... Iii. The Usefulness And Benefit Of Prints.
1008776563	Robert H. Harrison Letter To Ho. Gre.
10106957	All In The Wrong : A Comedy /
1011281362	Phyladelphian Principles: Or, A Discourse Proving From The Writings Of Many Learned Men, That The Way To Promote Unity In The Church, Is Not By A General Uniformity ... But In The Excercise Of Mutual Charity ... Written By A Peaceable Moderator. [the Preface Signed: R.C.].
1011350365	The Circular Letter. The Elders And Messengers Of The Baptist Churches, Meeting At Aulcester ... [and Elsewhere] ... Met In Association At Leominster, July 28th And 29th, 1772 ... To The Churches They Represent, Send Christian Salutation. [by Joshua Thomas.].
10116802	A Plot For Preferment : A Sermon Preached At The Court /
1011757948	Ane Breif Gathering Of The Halie Signes, Sacrifices And Sacramentis Institutit Of God Sen The Creation Of The Warlde. And Of The Trew Originall Of The Sacrifice Of The Messe. Translatit Out Of Frenche Into Scottis Be Ane Faithful Brother.
1011771753	The Circular Letter From The Baptist Ministers And Messengers, Assembled At Leicester, May 19 & 20, 1772. ...
1011793632	He Would Be A Soldier.
1011795414	The First Epistle Of The First Book Of Horace Imitated /
1011814917	Anno Regni Caroli Regis, Angli, Scoti, Franci, Et Hiberni, Decimo Et Undecimo : At The Parliament Begun And Holden At Dublin, The Foureteenth Day Of Iuly, In The Tenth Yeere Of The Raigne Of Our Most Gracious Soveraigne Lord, Charles By The Grace Of God, Of England, Scotland, France, And Ireland King, Defender Of The Faith, &c. And There Continued Untill The 18. Day Of Aprill. 1635. To The High Pleasure Of Almighty God, And To The Weale Publique Of This Realme, Were Enacted As Followeth.
1011827067	Some Occasional Thoughts Concerning The Original, Principles And Practice Of The Thing Call'd A High-flyer. In A Letter From A Gentleman In London, To His Friend At Bath.
1011844040	The Duke Of Guise : A Tragedy : Acted By Their Majesties Servants /
1011844815	Agrippa King Of Alba; Or, The False Tiberius. As It Was Several Times Acted With Great Applause Before His Grace The Duke Of Ormond ... At The Theatre Royal In Dublin.
1011852339	The First Epistle Of The First Book Of Horace Imitated /
1011856849	A Poeticall Sea-peice : Containing In A Spacious Table The Lively Description Of A Tempest At Sea And Shipwwrecks /
1011871545	The Lord George Digbies Apologie For Himselfe : Published The Fourth Of January, Anno Dom. 1642.
1011872887	A Helpe Vnto Deuotion Containing Certain Moulds Or Forms Of Prayer, Fitted To Seuerall Occasions; & Penned For The Furtherance Of Those, Who Haue More Desire Then Skil, To Poure Out Their Soules By Petitions Vnto God. By Sam. Hieron.
1011873822	The Patrimony Of Christian Children: Or, A Defence Of Infants Babtisme Prooued To Be Consonant To The Scriptures And Will Of God (against The Erroneons [sic] Positions Of The Anabaptists.[)] By Robert Cleaver, With The Ioynt Consent Of Mr. Iohn Dod.
1011876171	A List Of Books, Published By The Rev. Dr. Trusler, At The Literary-press, No. 62, Wardour-street, Soho. 1790.
1011877837	Eudosia : Or, A Poem On The Universe.
1011884019	The Court And City Register. For The Year 1759. Corrected To The 18th Of Nov. 1758. : Containing, I. An Almanack. Ii. New And Correct Lists Of Both Houses Of Parliament. Iii. The Court Register. Iv. Lists Of The Army And Navy.
1011885081	Memoirs Of The Royal Society : Or, A New Abridgement Of The Philosophical Transactions. ... From ... 1665, To 1740. ... By Mr. Baddam. ...
1011903198	Paradise Lost : A Poem In Twelve Books /
1011904089	Ireland. By The Commissioners Of The Common-wealth Of England For The Affairs Of Ireland. Whereas The Said Commissioners Are Informed, That Many Officers And Souldiers Who Have Faithfully Served The Common-wealth In Ireland Are Seduced (by The Insinuations Of Covetous Minded Persons Who (for Luckre Sake) Lye In Wait To Purchase The Poor Souldiers Dearly Earned Wages) To Make Sale Of Their Debenturs ...
1011905970	The Pilgrim's Progress, From This World, To That Which Is To Come : The Third Part : Delivered Under The Similitude Of A Dream, Shewing The Several Difficulties And Dangers He Met With, And The Many Victories He Obtained Over The World, The Flesh, And The Devil : Together With His Happy Arrival At The Celestial City, And The Glory And Joy He Found To His Eternal Comfort : To Which Is Added, The Life And Death Of John Bunyan, Author Of The First And Second Part.
1011921837	The Perpetual Acts Of The General Assemblies Of His Majesty's Province Of Nova Scotia.
1011932529	A Short Account Of The Society For Equitable Assurances On Lives And Survivorships : Established By Deed Inrolled In His Majesty's Court Of King's Bench At Westminster.
1011943716	The Possibility Of God's Forsaking A People That Have Been Visibly Near & Dear To Him : Together With The Misery Of A People Thus Forsaken : Set Forth In A Sermon Preached At Weathersfield, Nov. 21, 1678 : Being A Day Of Fast And Humiliation /
1011945174	The Lamenting Ladies Last Farewel To The World. Who Being In A Strange Exile Bewails Her Own Misery, Complains Upon Fortune And Destiny; Describeth The Manner Of Her Breeding, Deplores The Loss Of Her Parents, Wishing Peace And Happinesse To England, Which Was Her Native C[o]untrey, And Withal Resolved For Death, Chearfully Commending Her Soul To Heaven, And Her Body To The Earth, And Quietly Departed This Life. To An Excellent Tune, Called O Hone, O Hone.
1011946065	A Declaration To All The World Of Our Faith : And What We Believe Who Are Called Quakers. And This Is Written, That All People Upon Earth May Know By Whom And How We Are Saved, And Hopes For Eternal Life; And What We Believe Concerning God, Christ And The Spirit, And Of The Things That Are Eternal, Appertaining To All Man-kind To Know And Believe. Also What Ministers And Magistrates We Own, And What And Whom We Deny.
1011979087	Marriage A-la-mode : A Comedy, As It Is Acted At The Theatre-royal /
1011983091	An Essay On Epic Poetry: In Five Epistles To The Revd Mr Mason. With Notes.
1011990994	To The Right Honorable, The Commons Of England In Parliament Assembled. The Humble Petition Of Divers Wel Affected Persons Inhabiting The City Of London, Westminster, The Borough Of Southwark, Hamblets, And Places Adjacent. : Whereunto Is Anexed, The Humble Desires Of The Said Petitioners For The Houses Resolution Thereon, Before They Proceed With The Personall Treaty.
1011994107	The Whole Booke Of Psalmes /
1012001378	A New Voyage To The Island Of Fools : Representing The Policy, Government, And Present State Of The Stultitians /
1012001422	The Christian's Defence Against The Fears Of Death : With Directions How To Die Well /
1012014842	The Mysterious Husband : A Tragedy In Five Acts. As It Is Acted At The Theatre-royal, Covent-garden /
1012021475	An[n]o Reg. Iacobi, Regis Angl. Scoti, Franc. & Hybern. Viz. Angl. Franc. & Hybern. Primo, Scoti Xxxvij : At The Parliament Begun And Holden At Westminster The Xix. Day Of March, In The First Yeere Of The Raigne Of Our Most Gracious Soueraigne Lord Iames, By The Grace Of God Of England, France, And Ireland King, Defender Of The Faith, &c. And Of Scotland The 37, And There Continued Vntil The Seuenth Day Of Iuly 1604, And Then Proroged Vntil The 7. Of Febr. Next Following, To The High Pleasure Of Almightie God, And To The Weale Publique Of This Realme Were Enacted As Followeth.
1012022410	A Critical And Philosophical Enquiry Into The Causes Of Prodigies And Miracles, As Related By Historians : With An Essay Towards Restoring A Method And Purity In History ; In Which, The Characters Of The Most Celebrated Writers Of Every Age, And Of The Several Stages And Species Of History, Are Occasionally Criticized And Explained ; In Two Parts.
1012031320	The Heads Of Proposals, Agreed On By His Excellency Sir Thomas Fairfax, And The Councell Of The Armie. Tendred To The Commissioners Of Parliament Residing With The Armie, To Be By Them Presented To The Parliament. Containing Their Particular Desires (in Pursuance Of Thei Former Declarations And Papers) In Order To The Cleering And Securing The Rights And Liberties Of This Kingdome, In The Setling Of A Just And Lasting Peace Therein; Leaving The Terms Of Peace For The Kingdome Of Scotland, To Stand As In The Late Propositions Of Both Kingdoms, Unlesse That Kingdome Have Agreed, Or Shall Agree To Any Alteration. To Which Proposalls Are Added The Explanations Upon Severall Particulars Therein Agreed Upon At The Late Generall Councell Of The Army At Putney, On Thursday Septemb. 16. 1647. In Answer To Certaine Queres Thereupon Made By The Commissioners Of Parliament Residing With The Army. By The Appointment Of His Excellency Sir Thomas Fairfax, And The Generall Councell Of His Armie. Signed, Jo. Rushworth, Secretarie.
1012035830	A History Of Antient Ceremonies : Containing An Account Of Their Rise And Growth, Their First Entrance Into The Church, And Their Gradual Advancement To Superstition Therein /
1012037568	A Tour In Ireland In 1775 : With A Map And A View Of The Salmon-leap At Ballyshannon.
1012044740	To The Worthy Free Burgesses Of The Borough Of Colchester. Gentlemen, Your Votes And Interest Are Earnestly Requested In Favour Of Commodore Edmund Affleck, To Represent You In Parliament ... It Is Hoped That His Absence At This Time In The Service Of His Country On Board The Fleet, Will Be No Impediment To Your Favour On This Occasion; ...
1012054046	Answers For John Cameron, Only Lawful Son To Alexander Cameron Of Kinnaird, To The Bill Of Advocation Offered In Name Of James Malcolm, Second Daughter To The Deceased James Malcolm Merchant In Jamaica.
1012060283	Regulations Agreed Upon And Established This Twelfth Day Of July 1726. By The Gentlemen Of The Vestry Then Present, For The Better Government And Management Of The Work-house Belonging To The Parish Of St. Giles's In The Fields.
1012087563	The Perplexities: A Comedy. As It Is Performed At The Theatre Royal In Covent-garden.
1012367337	Some Remarks On A Late Pamphlet Entitled, The State Of Religion In New-england, Since The Rev. Mr. G. Whitefield's Arrival There, Etc.
1012379910	Begin. Urbanus Pp. Viii. Ad Futuram Rei Memoriam, Etc. [a Bull Of Urban Viii. Conceding A Subsidy To Philip Iv., King Of Spain. 22 Dec. 1626.].
1013210069	Father Abraham's Pocket Almanack, For The Year 1773 : Fitted To The Use Of Pennsylvania, And The Neighbouring Provinces. : Containing, A Great Variety Of Useful Lists And Tables.
1013210113	Acts Concerning The Territory Of Columbia, And The City Of Washington. : Published By Order Of The House Of Representatives.
1013211004	An Almanack, For The Year Of Christian Aera 1788. : ... Calculated For The Meridian Of Boston In America. Latitude 42 Deg. 25 Min. North. /
1013216900	Miscellanies, In Prose And Verse. The Fifth And Sixth Volumes. ...
1013223489	An Astronomical Diary, Or, An Almanack For The Year Of Our Lord Christ, 1738. : ... Calculated For The Meridian Of Boston In New-england, Whose Lat. 42 Deg. 25 Min. North. /
1013231057	The Mouth Of The Nile, Or, The Glorious First Of August : A Musical Entertainment /
1013255169	A Narrative, Of The Captivity, Sufferings And Removes, Of Mrs. Mary Rowlandson : Who Was Taken Prisoner By The Indians, With Several Others, And Treated In The Most Barbarous And Cruel Manner By Those Vile Savages. With Many Other Remarkable Events During Her Travels. /
1013255213	The Epistle From The Yearly-meeting, Held In London : By Adjournments, From The 20th To The 28th Of The Fifth Month, 1793, Inclusive, To The Quarterly And Monthly Meetings Of Frineds In Great Britain, Ireland, And Elsewhere.
1013260839	The American Gazetteer : Exhibiting, In Alphabetical Order, A Much More Full And Accurate Account, Than Has Been Given, Of The States, Provinces, Counties, Cities, Towns, Villages, Rivers, Bays, Harbours, Gulfs, Sounds, Capes, Mountains, Forts, Indian Tribes, & New Discoveries, On The American Continent, Also Of The West-india Islands ... With A Particular Description Of The Georgia Western Territory ... The Whole Comprising Upwards Of Seven Thousand Distinct Articles. Collected And Compiled From The Best Authorities, And Arranged With Great Care, By, And Under The Direction Of, Jedidiah Morse, D.D. Author Of The American Universal Geography--fellow Of The American Academy Of Arts And Sciences--and Member Of The Massachusetts Historical Society. Illustrated With Seven New And Neat Maps. Published According To Act Of Congress.
1013262297	The Sick Man's Employ : Or, Views Of Death And Eternity Realized. Occasioned By A Violent Fit Of The Stone ... By John Fawcett.
1013267698	A Pocket Herbal ; Containing The Medicinal Virtues And Uses Of The Most Esteemed Native Plants ; With Some Remarks On Bathing, Electricity, &c. By John Chambers ...
1013273484	A Key To The Classical Pronunciation Of Greek And Latin Proper Names In Which The Words Are Accented And Divided Into Syllables Exactly As They Ought To Be Pronounced; With References To Rules ... To Which Is Added, A Complete Vocabulary Of Scripture Proper Names ... Concluding With Observations On The Greek And Latin Accent And Quantity ...
1013276652	The Calf's Will, Published With The Permission Of His Executors.
1013283285	The Devil Upon Two Sticks /
1013298982	The Celebrated Mrs. Pilkington's Jests : Or The Cabinet Of Wit And Humour. To Which Is Now First Added, A Great Variety Of Bons Mots, Witticisms, And Anecdotes Of The Inimitable Dr. Swift ...
1013302788	God The Only Unfailing Object Of Trust : Being A Discourse Upon Psalm Cxviii. 8, 9. Preached At King's Chapel In Boston. May 22d. 1751, Upon Occasion Of The Much Lamented Death Of His Late Royal Highness Frederick Prince Of Wales, &c. /
1013304614	The Polite Student.
1013305181	A Catalogue Of The Libraries Of The Late Sir John Barnard, Knt, The Revd. Dr. Simpson ... To Be Sold ... On March 18, 1765 ... By Thomas Payne ...
1013312633	The Picture Gallery : Containing Near Two Hundred Paintings By The Most Distinguished Ladies In Great Britain. ... To Which Are Added, Critical Strictures Upon Each Piece.
1013340254	The Conduct Of His Grace The D-ke Of Ar--le For The Four Last Years Review'd. Together With His Grace's Speech April 15th, 1740. Upon The State Of The Nation.
1013348823	The Duellist, A Comedy : As It Is Acted At The Theatre Royal, In Covent Garden. Written By W. Kenrick, Ll. D.
1013354565	A Proposal For The Restoration Of Public Wealth And Credit, In A Letter To A Truely Honourable Member Of The House Of Commons.
1013356347	The Travels Of The Imagination : A True Journey From Newcastle To London. : To Which Are Added, American Independence, An Everlasting Deliverance From British Tyranny: A Poem.
1013357689	The Use And Excellency Of Vocal Music, In Public Worship. : A Sermon Preached At An Occasional Lecture, In Lexington. Appointed To Promote And Encourage The Divine Use Of Vocal Music, More Especially In Public Worship, On Wednesday April 25. 1770. /
1013359515	Fruitfull Sermons Preached By The Right Reuerend Father And Constant Martyr Of Iesus Christ, M[aster] Hvgh Latimer; Newly Imprinted, With Others Not Heretofore Set Forth In Print ...
1013372385	Sermons On Sacramental Occasions /
1013388027	The Trinitarin Combat : Or, Calvins Instruction To The Young Academicks: In A Discourse Lately Deliver'd At Salters-hall. By Their Old Friend Tho. Standfast.
1013398774	An Account Of The Late Application To Parliament, From The Sugar Refiners, Grocers, &c. Of The Cities Of London And Westminster, The Borough Of Southwark, And Of The City Of Bristol.
1013399214	An Exposition Of The New Testament : In Three Volumes: ... By John Gill.
1013400798	The Vision Of Dry Bones. Being The Substance Of A Discourse Delivered In Dublin, In The Year 1754. By John Cennick.
1013425845	An Elegy On The Much Lamented Death Of Alderman Ford, Who Departed This Life The 25th Of This Instant August, 1725.
1013429904	The Columbian Orator : Containing A Variety Of Original And Selected Pieces ; Together With Rules ; Calculated To Improve Youth And Others In The Ornamental And Useful Art Of Eloquence. By Caleb Bingham, A.M. Author Of The American Preceptor, Young Lady's Accidence, &c. [three Lines From Rollin] Published According To Act Of Congress.
1013441388	A Poem On Cheltenham Beauties, By The Reverend Edward Pickering Rich ...
1013441432	"A Vindication Of The Earl Of Shelburne : From The Unjust And Virulent Aspersions In A Pamphlet, Intitled, ""a Defence Of The Earl Of Shelburne ; "" And Addressed ""to Sir George Saville, Bart."" In A Letter To Sir George Saville, Bart."
